DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
0842838-DCA,Individual,02/28/2019,Inactive,04/10/2007,Home Improvement Salesperson,"MARRERO, ABEL",,,,,BROOKLYN,NY,11231,7182431836,,,,,,,,,,,,
2023527-DCA,Individual,02/28/2019,Inactive,05/29/2015,Home Improvement Salesperson,"Turney, Katherine",,,,,BROOKLYN,NY,11231,,,,,,,,,,,,,
2034780-DCA,Individual,10/31/2016,Inactive,03/22/2016,Tow Truck Driver,"CESPEDES, CHRISTOPHER",,,,,BROOKLYN,NY,11231,3474236666,,,,,,,,,,,,
2076586-DCA,Individual,02/28/2019,Inactive,08/02/2018,Home Improvement Salesperson,"CICERO, DONALD",,,,,BROOKLYN,NY,11231,7182002315,,,,,,,,,,,,
1180606-DCA,Individual,05/31/2019,Inactive,09/21/2004,Locksmith,"O'DEA, TERRY",,,,,BROOKLYN,NY,11231,7184887876,,,,,,,,,,,,
2050458-DCA,Individual,05/13/2019,Inactive,03/31/2017,Tow Truck Driver,"CESPEDES, CHRISTOPHER",,,,,BROOKLYN,NY,11231,3474236666,,,,,,,,,,,,
2002061-DCA,Individual,09/30/2015,Inactive,12/28/2013,General Vendor,"MCCALMONTE, GREGORY",,,,,BROOKLYN,NY,11231,,,,,,,,,,General Vendor Type: General Vendor (White),,,
1327699-DCA,Individual,02/28/2021,Active,07/31/2009,Home Improvement Salesperson,"HOY-REID, ROBERT J",,,,,BROOKLYN,NY,11231,9176474977,,,,,,,,,,,,
1470600-DCA,Individual,02/28/2021,Active,08/30/2013,Home Improvement Salesperson,"PAWSON, DANIEL N",,,,,BROOKLYN,NY,11231,9179166465,,,,,,,,,,,,
1276492-DCA,Individual,09/30/2016,Inactive,01/21/2009,General Vendor,"CRUZ, RAFAEL A.",,,,,BROOKLYN,NY,11231,3474385820,,,,,,,,,General Vendor Type: General Vendor (White),,,
2085359-DCA,Individual,02/28/2021,Active,05/02/2019,Home Improvement Salesperson,"O'CONNOR, WILLIAM",,,,,BROOKLYN,NY,11231,718 737-7637,,,,,,,,,,,,
1338568-DCA,Individual,09/30/2010,Inactive,11/12/2009,General Vendor,"SAMPSON, GAIL M",,,,,BROOKLYN,NY,11231,3475990386,,,,,,,,,General Vendor Type: General Vendor (White),,,
1064506-DCA,Individual,09/30/2016,Inactive,09/25/2006,General Vendor,"HOM, LAI FA",,,,,BROOKLYN,NY,11231,7188550207,,,,,,,,,General Vendor Type: General Vendor (White),,,
2020533-DCA,Individual,09/30/2015,Inactive,04/06/2015,General Vendor,"Hruby, Paul",,,,,BROOKLYN,NY,11231,7188020083,,,,,,,,,General Vendor Type: General Vendor (White),,,
2052965-DCA,Individual,09/30/2017,Inactive,05/15/2017,General Vendor,"BUTRICO, MICHAEL F",,,,,BROOKLYN,NY,11231,917-815-2413,,,,,,,,,General Vendor Type: Citywide Specialized Vendor (Yellow),,,
2070687-DCA,Individual,09/30/2018,Inactive,05/07/2018,General Vendor,"GOODWIN JR, THOMAS C",,,,,BROOKLYN,NY,11231,7184336272,,,,,,,,,General Vendor Type: General Vendor (White),,,
2086921-DCA,Individual,03/31/2020,Active,06/07/2019,Sightseeing Guide,"TOUSSAINT, SHAWN",,,,,BROOKLYN,NY,11231,6467027938,,,,,,,,,,,,
1299331-DCA,Individual,05/31/2021,Active,09/15/2008,Locksmith,"PALADINO, JOHN",,,,,BROOKLYN,NY,11231,7184889551,,,,,,,,,,,,
0914502-DCA,Individual,05/31/2021,Active,05/19/2003,Locksmith,"CONTRINO, LEO J",,,,,BROOKLYN,NY,11231,7187974926,,,,,,,,,,,,
1243546-DCA,Individual,10/31/2011,Inactive,11/14/2006,Home Improvement Salesperson,"BURGESS, RICHARD P",,,,,BROOKLYN,NY,11231,6468723305,,,,,,,,,,,,
1368627-DCA,Individual,03/31/2012,Inactive,08/30/2010,Sightseeing Guide,"FELIX, ANDRE",,,,,BROOKLYN,NY,11231,6462267173,,,,,,,,,,,,
2087061-DCA,Individual,02/28/2021,Active,06/11/2019,Home Improvement Salesperson,"O'BRIEN, CARY",,,,,BROOKLYN,NY,11231,646265892,,,,,,,,,,,,
2081705-DCA,Individual,07/31/2019,Inactive,01/28/2019,Ticket Seller,"ALEXIS, TARIQ",,,,,BROOKLYN,NY,11231,9295307713,,,,,,,,,,,,
2087646-DCA,Individual,03/31/2020,Active,06/26/2019,Sightseeing Guide,"Dreisbach-Williams, Stefan",,,,,BROOKLYN,NY,11231,2069543654,,,,,,,,,,,,
2088795-DCA,Individual,02/28/2021,Active,07/29/2019,Home Improvement Salesperson,"STEWART, JONATHAN",,,,,BROOKLYN,NY,11231,9176993810,,,,,,,,,,,,
2083427-DCA,Individual,02/28/2021,Active,03/19/2019,Home Improvement Salesperson,"PALAZZOTTO, NATALE",,,,,BROOKLYN,NY,11231,5162440608,,,,,,,,,,,,
0980575-DCA,Individual,05/31/2021,Active,03/11/2011,Locksmith,"MAZZONE, MATTHEW V",,,,,BROOKLYN,NY,11231,7186248494,,,,,,,,,,,,
2076733-DCA,Individual,02/28/2021,Active,08/07/2018,Home Improvement Salesperson,"SKINNER, MARK F",,,,,BROOKLYN,NY,11231,7182431378,,,,,,,,,,,,
1216245-DCA,Individual,02/28/2010,Inactive,12/19/2005,Process Server Individual,"SCHRAMM, KENDRA W",,,,,BROOKLYN,NY,11231,5854140693,,,,,,,,,,,,
2068803-DCA,Individual,05/31/2021,Active,04/03/2018,Locksmith,"HERMAN, BENAMI",,,,,BROOKLYN,NY,11231,9173357865,,,,,,,,,,,,
1207432-DCA,Individual,10/31/2014,Inactive,09/12/2012,Tow Truck Driver,"FUENTES, EUGENE J.",,,,,BROOKLYN,NY,11231,7188586469,,,,,,,,,,,,
1142017-DCA,Individual,10/31/2014,Inactive,06/06/2003,Tow Truck Driver,"RODRIGUEZ, EDDIE J",,,,,BROOKLYN,NY,11231,7188559878,,,,,,,,,,,,
1263945-DCA,Individual,10/31/2011,Inactive,02/28/2011,Home Improvement Salesperson,"MCAFEE, SAM SUMNER",,,,,BROOKLYN,NY,11231,9173762356,,,,,,,,,,,,
1154189-DCA,Individual,03/31/2012,Inactive,10/17/2003,Sightseeing Guide,"MAAS, JAN A",,,,,BROOKLYN,NY,11231,7185963424,,,,,,,,,,,,
1350701-DCA,Individual,10/31/2011,Inactive,04/19/2010,Home Improvement Salesperson,"TANSIL, DOUGLAS F",,,,,BROOKLYN,NY,11231,3476894512,,,,,,,,,,,,
1389515-DCA,Individual,10/31/2013,Inactive,04/27/2011,Home Improvement Salesperson,"WILLIS, DANIEL",,,,,BROOKLYN,NY,11231,3477697594,,,,,,,,,,,,
1221678-DCA,Individual,10/31/2014,Inactive,12/20/2011,Tow Truck Driver,"DIAZ, CHARLES",,,,,BROOKLYN,NY,11231,8457417801,,,,,,,,,,,,
1377622-DCA,Individual,10/31/2012,Inactive,11/24/2010,Tow Truck Driver,"HOLLOWAY JR, BEN W.",,,,,BROOKLYN,NY,11231,3476726994,,,,,,,,,,,,
1098473-DCA,Individual,10/31/2011,Inactive,12/13/2001,Home Improvement Salesperson,"XU, CHARLES",,,,,BROOKLYN,NY,11231,7186210658,,,,,,,,,,,,
1260056-DCA,Individual,10/31/2013,Inactive,04/15/2010,Home Improvement Salesperson,"O'CONNELL, DANIEL",,,,,BROOKLYN,NY,11231,2124959842,,,,,,,,,,,,
1339227-DCA,Individual,02/28/2010,Inactive,11/19/2009,Process Server Individual,"MEJIA, DIEGO L",,,,,BROOKLYN,NY,11231,6465151367,,,,,,,,,,,,
1376574-DCA,Individual,10/31/2013,Inactive,11/19/2010,Home Improvement Salesperson,"MYFTARI, ROVENA",,,,,BROOKLYN,NY,11231,3473901078,,,,,,,,,,,,
0864972-DCA,Individual,02/28/2014,Inactive,01/12/2004,Process Server Individual,"SCHRAGER, NEIL J",,,,,BROOKLYN,NY,11231,7185964162,,,,,,,,,,,,
1454314-DCA,Individual,03/31/2014,Inactive,01/18/2013,Sightseeing Guide,"SCHIELKE, AARON",,,,,BROOKLYN,NY,11231,6309397585,,,,,,,,,,,,
1373536-DCA,Individual,04/30/2011,Inactive,10/05/2010,Pedicab Driver,"SATTIN, KEVIN THOMAS",,,,,BROOKLYN,NY,11231,9738095272,,,,,,,,,,,,
1273901-DCA,Individual,10/31/2012,Inactive,12/06/2007,Tow Truck Driver,"ROMAN, CARLOS M",,,,,BROOKLYN,NY,11231,3474086102,,,,,,,,,,,,
1251045-DCA,Individual,10/31/2012,Inactive,03/30/2007,Tow Truck Driver,"KHILALL, CHRIS A.",,,,,BROOKLYN,NY,11231,9173352666,,,,,,,,,,,,
0860391-DCA,Individual,10/31/2013,Inactive,10/17/2002,Home Improvement Salesperson,"BUONOCORE, DANIEL",,,,,BROOKLYN,NY,11231,7188587906,,,,,,,,,,,,
1376813-DCA,Individual,03/31/2014,Inactive,11/15/2010,Sightseeing Guide,"CEVHER, OGUZ",,,,,BROOKLYN,NY,11231,7188447101,,,,,,,,,,,,
1348929-DCA,Individual,03/31/2014,Inactive,04/01/2010,Sightseeing Guide,"MENGHI, EDWARD J",,,,,BROOKLYN,NY,11231,9174077523,,,,,,,,,,,,
1423890-DCA,Individual,05/31/2014,Inactive,04/10/2012,Horse Drawn Driver,"MURTAGH, EDMOND J",,,,,BROOKLYN,NY,11231,6033135337,,,,,,,,,,,,
1376315-DCA,Individual,03/31/2012,Inactive,11/04/2010,Sightseeing Guide,"MUERY, RONALD EUGENE",,,,,BROOKLYN,NY,11231,3472277039,,,,,,,,,,,,
1308717-DCA,Individual,10/31/2010,Inactive,02/04/2009,Tow Truck Driver,"ESPINAL, ROBERT",,,,,BROOKLYN,NY,11231,9174022007,,,,,,,,,,,,
1381455-DCA,Individual,03/31/2012,Inactive,01/28/2011,Sightseeing Guide,"FORD, TONYA",,,,,BROOKLYN,NY,11231,7188582129,,,,,,,,,,,,
1338332-DCA,Individual,10/31/2011,Inactive,11/10/2009,Home Improvement Salesperson,"ZUBEK, STEPHANIE",,,,,BROOKLYN,NY,11231,8145776777,,,,,,,,,,,,
1422428-DCA,Individual,03/31/2014,Inactive,03/20/2012,Sightseeing Guide,"CAREY, RYAN J",,,,,BROOKLYN,NY,11231,6504547349,,,,,,,,,,,,
1373202-DCA,Individual,10/31/2011,Inactive,10/01/2010,Home Improvement Salesperson,"MIRABAL, GABRIEL",,,,,BROOKLYN,NY,11231,5057022362,,,,,,,,,,,,
1249325-DCA,Individual,10/31/2011,Inactive,03/05/2007,Home Improvement Salesperson,"GOODALL, MICHAEL M",,,,,BROOKLYN,NY,11231,7182469614,,,,,,,,,,,,
1165636-DCA,Individual,03/31/2014,Inactive,04/28/2004,Sightseeing Guide,"ENLOW, ALLEN E",,,,,BROOKLYN,NY,11231,7186436411,,,,,,,,,,,,
0776983-DCA,Individual,05/31/2015,Inactive,05/02/2003,Locksmith,"DIMARTINO, LEOPOLD",,,,,BROOKLYN,NY,11231,7186435396,,,,,,,,,,,,
2062421-DCA,Individual,03/31/2020,Active,12/05/2017,Sightseeing Guide,"Hamilton, Laurene",,,,,BROOKLYN,NY,11231,3477039744,,,,,,,,,,,,
1236253-DCA,Individual,03/31/2020,Active,08/17/2006,Sightseeing Guide,"GOLIA, JULIE A.",,,,,BROOKLYN,NY,11231,6463355541,,,,,,,,,,,,
2030473-DCA,Individual,10/31/2016,Inactive,11/16/2015,Tow Truck Driver,"Wesley, Andreas",,,,,BROOKLYN,NY,11231,3476342763,,,,,,,,,,,,
1425131-DCA,Individual,03/31/2020,Active,04/23/2012,Sightseeing Guide,"CORREA, DANIEL A.",,,,,BROOKLYN,NY,11231,7184039576,,,,,,,,,,,,
2045181-DCA,Individual,03/31/2020,Active,11/01/2016,Sightseeing Guide,"Bracco, Janet",,,,,BROOKLYN,NY,11231,7184407530,,,,,,,,,,,,
2067115-DCA,Individual,03/31/2020,Active,03/01/2018,Sightseeing Guide,"GALBIATI, ANDREA",,,,,BROOKLYN,NY,11231,347-982-4341,,,,,,,,,,,,
1307648-DCA,Individual,03/31/2018,Inactive,01/16/2009,Sightseeing Guide,"IVANOFF, DONALD N",,,,,BROOKLYN,NY,11231,7185963654,,,,,,,,,,,,
2031110-DCA,Individual,05/31/2017,Inactive,12/07/2015,Locksmith,"BUENDIA, WILSON",,,,,BROOKLYN,NY,11231,9175742009,,,,,,,,,,,,
1458112-DCA,Individual,03/31/2020,Active,02/21/2013,Sightseeing Guide,"Rogol, Joshua",,,,,BROOKLYN,NY,11231,2032537590,,,,,,,,,,,,
1335739-DCA,Individual,03/31/2020,Active,10/09/2009,Sightseeing Guide,"MARTIN, SYRON",,,,,BROOKLYN,NY,11231,7183226955,,,,,,,,,,,,
2065799-DCA,Individual,03/31/2020,Active,02/07/2018,Sightseeing Guide,"UDEWITZ, RICHARD",,,,,BROOKLYN,NY,11231,9178036103,,,,,,,,,,,,
1377072-DCA,Individual,06/15/2020,Active,11/16/2010,Auctioneer,"WILLIAMS, PATRICK D.",,,,,BROOKLYN,NY,11231,8034220944,,,,,,,,,,,,
1125732-DCA,Individual,05/31/2017,Inactive,10/16/2002,Locksmith,"ADERMAN, TERI F",,,,,BROOKLYN,NY,11231,7185969128,,,,,,,,,,,,
2056588-DCA,Individual,03/31/2020,Active,08/03/2017,Sightseeing Guide,"BARKER, ALEXANDER",,,,,BROOKLYN,NY,11231,5712330023,,,,,,,,,,,,
1187513-DCA,Business,12/31/2015,Inactive,01/12/2005,Laundry Jobber,"RHEE, BYUNG I",RANDEX DRY CLEANING,534,HENRY ST,,BROOKLYN,NY,11231,7186246724,Brooklyn,3,306,39,3004493,3003430032,BK33,63,,-74.0000108165824,40.68290468601848,"(40.68290468601848, -74.0000108165824)"
1221041-DCA,Business,04/15/2020,Active,03/15/2006,Sidewalk Cafe,"LEAHLALA, LLC",ABILENE,442,COURT ST,,BROOKLYN,NY,11231,7185226900,Brooklyn,3,306,39,3005293,3003660030,BK33,65,"Sidewalk Cafe Type: Unenclosed, Square Feet: 351, Tables: 8, Chairs: 32",-73.9975628085924,40.67893297382747,"(40.67893297382747, -73.9975628085924)"
1376294-DCA,Business,12/31/2017,Inactive,11/05/2010,Laundry Jobber,JS NOBLE CLEANERS INC.,,284,COURT ST,,BROOKLYN,NY,11231,7182370093,Brooklyn,3,306,39,3004037,3003260054,BK33,67,,-73.99496297053821,40.68432911243504,"(40.68432911243504, -73.99496297053821)"
1263949-DCA,Business,06/30/2011,Inactive,08/10/2007,Home Improvement Contractor,SUMNER GREEN LLC,,84,UNION ST,,BROOKLYN,NY,11231,9173762356,Brooklyn,3,306,39,3004379,3003410019,BK33,51,,-74.00401305777747,40.68466127007655,"(40.68466127007655, -74.00401305777747)"
1418022-DCA,Business,12/15/2016,Inactive,01/26/2012,Sidewalk Cafe,CAJUN BROOKLYN LLC,,387,COURT ST,,BROOKLYN,NY,11231,2127772017,Brooklyn,3,306,39,3007780,3004590004,BK33,77,"Sidewalk Cafe Type: Unenclosed, Square Feet: 171, Tables: 10, Chairs: 20",-73.99696066657593,40.6801351702301,"(40.6801351702301, -73.99696066657593)"
1416420-DCA,Business,06/30/2013,Inactive,12/29/2011,Home Improvement Contractor,"MUSTY, JAMES",CATSKILLS CARPENTRY,12,COMMERCE ST,,BROOKLYN,NY,11231,3475266036,Brooklyn,3,306,38,3336450,3005120001,BK33,59,,-74.00604614826547,40.67936102545008,"(40.67936102545008, -74.00604614826547)"
1414559-DCA,Business,03/31/2020,Active,11/30/2011,Stoop Line Stand,SUE'S ORGANICS INC.,,429,COURT ST,,BROOKLYN,NY,11231,7182460135,Brooklyn,3,306,39,3008018,3004670009,BK33,77,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99774669419483,40.678499303341155,"(40.678499303341155, -73.99774669419483)"
1230529-DCA,Business,02/28/2021,Active,06/15/2006,Home Improvement Contractor,GAUDIOSO CONTRACTING INC,CERTA PRO PAINTERS,112,PRESIDENT ST,,BROOKLYN,NY,11231,3477314464,Brooklyn,3,306,39,3004700,3003480018,BK33,51,,-74.00265729845798,40.68352497383578,"(40.68352497383578, -74.00265729845798)"
2062241-DCA,Business,12/31/2019,Active,12/01/2017,Laundries,NEW SOFO CLEANER INC,,497,COURT ST,,BROOKLYN,NY,11231,718-852-8151,Brooklyn,3,306,39,3336360,3004740001,BK33,77,Laundry Type: Retail Laundry,-73.99897974235112,40.675935701840196,"(40.675935701840196, -73.99897974235112)"
1436213-DCA,Business,12/31/2016,Inactive,07/02/2012,Electronics Store,EXPERT CENTER INC.,,293,COURT ST,,BROOKLYN,NY,11231,7188585444,Brooklyn,3,306,33,3006639,3004140006,BK33,75,,-73.9950459157544,40.68410953429305,"(40.68410953429305, -73.9950459157544)"
1394689-DCA,Business,06/30/2012,Inactive,07/22/2011,Electronic & Appliance Service,COMPUTEREZ CENTER INC.,COMPUTEREZ.COM,120,UNION ST,,BROOKLYN,NY,11231,7185249999,Brooklyn,3,306,39,3338859,3003420501,BK33,51,,-74.00255997633951,40.68425508536598,"(40.68425508536598, -74.00255997633951)"
1473425-DCA,Business,02/28/2015,Inactive,09/11/2013,Home Improvement Contractor,LDM HOME CONSTRUCTION CORP.,,45,GARNET ST,,BROOKLYN,NY,11231,3479022740,Brooklyn,3,,,,,BK33,77,,-77.51958437167269,40.11238533659802,"(40.11238533659802, -77.51958437167269)"
1192327-DCA,Business,04/15/2015,Inactive,04/16/2007,Sidewalk Cafe,GIANNINO'S PIZZA CORP.,,305,COURT ST,,BROOKLYN,NY,11231,7188526890,Brooklyn,3,306,39,3006821,3004210010,BK33,75,"Sidewalk Cafe Type: Unenclosed, Square Feet: 416, Tables: 18, Chairs: 36",-73.99527310155337,40.68363744308253,"(40.68363744308253, -73.99527310155337)"
1053092-DCA,Business,12/31/2014,Inactive,11/17/2000,Tobacco Retail Dealer,"CHON, HO PONG",301 SMITH DELI & GROCERY,301,SMITH ST,,BROOKLYN,NY,11231,7189350321,Brooklyn,3,306,39,3007052,3004290001,BK33,75,,-73.9938058083609,40.68177916260592,"(40.68177916260592, -73.9938058083609)"
1372198-DCA,Business,03/31/2012,Inactive,09/24/2010,Stoop Line Stand,COURT ST GROCERY,COURT STREET GROCERS,485,COURT ST,,BROOKLYN,NY,11231,7187227229,Brooklyn,3,306,39,3008138,3004740107,BK33,77,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 0, 5 foot stands: 2, 5.01 to 10 foot stands: 0",-73.99881750453486,40.676276052325726,"(40.676276052325726, -73.99881750453486)"
2021413-2-DCA,Business,12/31/2016,Inactive,04/21/2015,Tobacco Retail Dealer,HENRY ST DELI  AND GROCERY INC,,721,HENRY ST,,BROOKLYN,NY,11231,,Brooklyn,3,306,38,3008453,3005360001,BK33,59,,-74.00313650124755,40.676363848432715,"(40.676363848432715, -74.00313650124755)"
1159351-DCA,Business,12/31/2017,Inactive,01/28/2004,Laundry Jobber,"CHAN, HOKHON S",SMART CLEANER,484,HENRY ST,,BROOKLYN,NY,11231,718-855-2017,Brooklyn,3,306,39,3003822,3003220062,BK33,49,,-73.99895436256183,40.685103243523585,"(40.685103243523585, -73.99895436256183)"
1441742-DCA,Business,06/30/2020,Active,08/18/2012,Electronic & Appliance Service,"UHRIK, STEVEN L",NEW YORK STRING SERVICE,87,LUQUER ST,,BROOKLYN,NY,11231,7182372532,Brooklyn,3,306,39,3336037,3003730050,BK33,65,,-74.00117891926239,40.67791468254518,"(40.67791468254518, -74.00117891926239)"
0787501-DCA,Business,03/31/2019,Inactive,03/11/1997,Parking Lot,"SCOTTO, MICHAEL",,72,DOUGLASS ST,,BROOKLYN,NY,11231,718-351-6090,Brooklyn,3,306,33,3000000,3004150014,BK33,75,"Vehicle Spaces: 14, Bicycle Spaces:",-73.99201370935691,40.68329965606646,"(40.68329965606646, -73.99201370935691)"
1205546-DCA,Business,02/28/2015,Inactive,08/03/2005,Home Improvement Contractor,JSIMON ASSOCIATES INC.,,175,DWIGHT ST,,BROOKLYN,NY,11231,7188559889,Brooklyn,3,306,38,3396332,3006000103,BK33,53,,-74.01164066169902,40.67381615124436,"(40.67381615124436, -74.01164066169902)"
1110604-DCA,Business,12/31/2020,Active,05/31/2002,Tobacco Retail Dealer,"MUNASER, ANIS M",156 EXPRESS GROCERY,156,UNION ST,,BROOKLYN,NY,11231,718-625-7414,Brooklyn,3,306,39,3004472,3003430007,BK33,63,,-74.00089057712327,40.68379124395343,"(40.68379124395343, -74.00089057712327)"
2078644-DCA,Business,02/28/2021,Active,09/28/2018,Home Improvement Contractor,Bartels Carpentry Inc,,175,VAN DYKE ST,,BROOKLYN,NY,11231,9178215351,Brooklyn,3,306,38,3008777,3005950250,BK33,53,,-74.01617287959378,40.67665095582706,"(40.67665095582706, -74.01617287959378)"
2080097-DCA,Business,02/28/2021,Active,11/21/2018,Home Improvement Contractor,BREUCKELEN CONSTRUCTION GROUP INC.,BREUCKELEN BUILD,98,4TH ST,,BROOKLYN,NY,11231,347-255-4501,Brooklyn,3,306,39,3008082,3004710125,BK33,77,,-73.99296627833439,40.67662442975467,"(40.67662442975467, -73.99296627833439)"
2031149-DCA,Business,02/28/2021,Active,12/08/2015,Home Improvement Contractor,"CIP CONSULTING, INC.",CROSSROADS CONTRACTING INC,146,DEGRAW ST,,BROOKLYN,NY,11231,6462947042,Brooklyn,3,306,39,3004089,3003300020,BK33,51,,-74.00134130717355,40.685438102570856,"(40.685438102570856, -74.00134130717355)"
1464520-DCA,Business,12/31/2017,Inactive,05/08/2013,Laundry,"UNION ST SUPERWASH CENTER I, INC.",,134,UNION ST,,BROOKLYN,NY,11231,9174189497,Brooklyn,3,306,39,3004451,3003420019,BK33,51,,-74.00221022981817,40.68415628083097,"(40.68415628083097, -74.00221022981817)"
1467049-DCA,Business,07/31/2021,Active,06/12/2013,Secondhand Dealer - General,HAMILTON AUTO INC.,,353,HAMILTON AVE,,BROOKLYN,NY,11231,7188021054,Brooklyn,3,306,39,3008173,3004790001,BK33,77,,-73.99984137848068,40.67378654749428,"(40.67378654749428, -73.99984137848068)"
2060349-DCA,Business,12/31/2018,Inactive,11/03/2017,Electronics Store,M AND I WIRELESS CORP,,64,LORRAINE ST,,BROOKLYN,NY,11231,7187089745,Brooklyn,3,306,38,3008668,3005800005,BK33,53,,-74.00722095933307,40.674480749117386,"(40.674480749117386, -74.00722095933307)"
1158276-DCA,Business,12/31/2017,Inactive,01/06/2004,Laundry Jobber,"LA, LILY C",LA CLEANERS & TAILORS,130,UNION ST,,BROOKLYN,NY,11231,7188520966,Brooklyn,3,306,39,3004449,3003420017,BK33,51,,-74.0023075818366,40.68418372663789,"(40.68418372663789, -74.0023075818366)"
1113912-DCA,Business,03/31/2020,Active,06/21/2002,Stoop Line Stand,BUSH DELI CORP.,,507,CLINTON ST,,BROOKLYN,NY,11231,718-243-1442,Brooklyn,3,306,39,3005382,3003710001,BK33,65,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99998557883396,40.678540497009884,"(40.678540497009884, -73.99998557883396)"
1161602-DCA,Business,07/31/2021,Active,03/10/2004,Secondhand Dealer - General,"THE PHYSICAL EDUCATORS, INC.",,482,COURT ST,,BROOKLYN,NY,11231,9178166027,Brooklyn,3,306,39,3005516,3003740033,BK33,65,,-73.99828390963246,40.677437085114335,"(40.677437085114335, -73.99828390963246)"
1452393-DCA,Business,12/31/2013,Inactive,12/18/2012,Tobacco Retail Dealer,FAST STOP MINIMART INC.,,289,HAMILTON AVE,,BROOKLYN,NY,11231,7188586982,Brooklyn,3,306,39,3005659,3003810009,BK33,65,,-74.00096258030848,40.67628703347355,"(40.67628703347355, -74.00096258030848)"
2065122-DCA,Business,12/31/2019,Active,01/19/2018,Laundries,"LA, LILY C",,130,UNION ST,,BROOKLYN,NY,11231,718-852-0966,Brooklyn,3,306,39,3004449,3003420017,BK33,51,Laundry Type: Retail Laundry,-74.0023075818366,40.68418372663789,"(40.68418372663789, -74.0023075818366)"
2048788-DCA,Business,02/28/2021,Active,02/28/2017,Home Improvement Contractor,STROYBAT INC,,294,VAN BRUNT ST,,BROOKLYN,NY,11231,7188380413,Brooklyn,3,306,38,3008369,3005290033,BK33,59,,-74.01034013177706,40.67954461950801,"(40.67954461950801, -74.01034013177706)"
1396486-DCA,Business,12/31/2012,Inactive,06/15/2011,Tobacco Retail Dealer,HAMILTON GROCERY INC.,,289,HAMILTON AVE,,BROOKLYN,NY,11231,7188586982,Brooklyn,3,306,39,3005659,3003810009,BK33,65,,-74.00096258030848,40.67628703347355,"(40.67628703347355, -74.00096258030848)"
2006138-DCA,Business,02/28/2019,Inactive,04/11/2014,Home Improvement Contractor,"BARRY, LAUREN",PROJECT PLANT,198,COLUMBIA ST,,BROOKLYN,NY,11231,3474523215,Brooklyn,3,306,39,3004069,3003290036,BK33,51,,-74.00257083419848,40.68532005650082,"(40.68532005650082, -74.00257083419848)"
1042705-DCA,Business,12/31/2011,Inactive,09/01/2000,Tobacco Retail Dealer,SUHAIB GROCERIES INC.,,493,HENRY ST,,BROOKLYN,NY,11231,7186254448,Brooklyn,3,306,39,3004140,3003320010,BK33,67,,-73.99891469987139,40.68513892518551,"(40.68513892518551, -73.99891469987139)"
2000470-141-DCA,Business,12/31/2014,Inactive,11/05/2013,Tobacco Retail Dealer,BRITEWAY MINIMART INC.,,289,HAMILTON AVE,,BROOKLYN,NY,11231,7183692072,Brooklyn,3,306,39,3005659,3003810009,BK33,65,,-74.00096258030848,40.67628703347355,"(40.67628703347355, -74.00096258030848)"
1346685-DCA,Business,02/28/2015,Inactive,03/09/2010,Home Improvement Contractor,FUTURE GREEN STUDIO CORP.,,18,Bay St,,Brooklyn,NY,11231,9179029578,Brooklyn,3,306,38,3008840,3006010001,BK33,53,,-74.00951366337878,40.673626957291326,"(40.673626957291326, -74.00951366337878)"
1318446-DCA,Business,03/31/2010,Inactive,05/15/2009,Stoop Line Stand,"MASTELLONE DELI, INC.",MASTELLONE ITALIAN DELI,303,COURT ST,,BROOKLYN,NY,11231,7185226700,Brooklyn,3,306,33,3006635,3004140001,BK33,75,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99517213077132,40.68384329678657,"(40.68384329678657, -73.99517213077132)"
1464782-DCA,Business,02/28/2021,Active,05/13/2013,Home Improvement Contractor,A.A.D. CONSTRUCTION CORP.,,141,DWIGHT ST,,BROOKLYN,NY,11231,7184391400,Brooklyn,3,306,38,,3005780001,BK33,53,,-74.01045115892667,40.67483183223877,"(40.67483183223877, -74.01045115892667)"
2004193-DCA,Business,02/28/2017,Inactive,03/03/2014,Home Improvement Contractor,Scott Pfaffman LLC,,360,VAN BRUNT ST,,BROOKLYN,NY,11231,,Brooklyn,3,306,38,3336621,3005650021,BK33,53,,-74.01259311109835,40.677628542937676,"(40.677628542937676, -74.01259311109835)"
0987300-DCA,Business,06/30/2020,Active,06/08/1998,Scrap Metal Processor,BENSON METAL CORP.,BENSON SCRAP IRON & METAL,543,SMITH ST,,BROOKLYN,NY,11231,7183721258,Brooklyn,3,306,39,3346376,3004830020,BK33,77,,-73.99847868744939,40.67325954067642,"(40.67325954067642, -73.99847868744939)"
